time,open,high,low,close,volume
2020-10-23 20:00:00,1900.94,1905.52,1900.71,1901.41,8574
2020-10-26 00:00:00,1901.37,1902.42,1891.21,1897.69,10570
2020-10-26 04:00:00,1897.69,1900.99,1894.83,1896.81,9832
2020-10-26 08:00:00,1896.83,1902.85,1896.09,1902.76,15805
2020-10-26 12:00:00,1902.72,1906.61,1900.06,1905.17,18459
2020-10-26 16:00:00,1905.17,1908.52,1898.88,1902.53,22939
2020-10-26 20:00:00,1902.53,1904.08,1900.71,1901.68,7392
2020-10-27 00:00:00,1902.06,1908.6,1901.9,1906.81,7029
2020-10-27 04:00:00,1906.82,1910.35,1906.78,1907.72,8842
2020-10-27 08:00:00,1907.76,1910.38,1897.84,1901.02,16387
2020-10-27 12:00:00,1901.04,1907.65,1898.35,1906.68,16198
2020-10-27 16:00:00,1906.7,1911.42,1904.71,1908.62,17017
2020-10-27 20:00:00,1908.63,1909.85,1906.27,1907.35,5399
2020-10-28 00:00:00,1907.75,1908.47,1902.41,1906.65,8836
2020-10-28 04:00:00,1906.64,1909.14,1904.43,1908.3,7981
2020-10-28 08:00:00,1908.3,1910.87,1899.34,1899.86,16585
2020-10-28 12:00:00,1899.86,1900.84,1873.09,1876.27,30790
2020-10-28 16:00:00,1876.27,1884.22,1869.36,1880.99,32221
2020-10-28 20:00:00,1880.99,1881.17,1875.0,1876.81,11147
2020-10-29 00:00:00,1877.7,1880.15,1875.77,1878.26,8687
2020-10-29 04:00:00,1878.26,1883.27,1876.84,1882.6,8854
2020-10-29 08:00:00,1882.68,1884.97,1876.95,1877.34,16272
2020-10-29 12:00:00,1877.34,1879.44,1859.92,1871.74,29466
2020-10-29 16:00:00,1871.83,1876.71,1865.57,1867.74,29713
2020-10-29 20:00:00,1867.74,1871.47,1865.88,1867.11,8178
2020-10-30 00:00:00,1869.1,1875.38,1864.45,1874.55,9884
2020-10-30 04:00:00,1874.55,1878.07,1868.46,1868.94,12731
2020-10-30 08:00:00,1868.79,1876.33,1866.69,1873.81,19085
2020-10-30 12:00:00,1873.78,1889.79,1871.94,1885.14,22649
2020-10-30 16:00:00,1885.17,1885.61,1874.64,1879.57,28252
2020-10-30 20:00:00,1879.57,1881.44,1877.2,1878.37,9851
2020-11-02 00:00:00,1879.27,1882.44,1873.41,1881.22,10362
2020-11-02 04:00:00,1881.22,1885.63,1879.82,1884.19,11490
2020-11-02 08:00:00,1884.19,1890.6,1880.87,1886.95,18396
2020-11-02 12:00:00,1886.92,1893.03,1886.28,1889.53,16563
2020-11-02 16:00:00,1889.53,1894.96,1885.78,1893.62,23733
2020-11-02 20:00:00,1893.67,1896.02,1891.19,1895.06,11354
2020-11-03 00:00:00,1894.95,1897.95,1891.69,1897.65,6112
2020-11-03 04:00:00,1897.7,1898.61,1890.69,1892.08,9894
2020-11-03 08:00:00,1892.09,1900.84,1886.86,1899.19,16372
2020-11-03 12:00:00,1899.19,1908.03,1896.86,1906.63,17091
2020-11-03 16:00:00,1906.56,1910.48,1899.88,1908.93,22691
2020-11-03 20:00:00,1908.93,1910.55,1904.35,1908.94,11752
2020-11-04 00:00:00,1909.17,1916.31,1881.82,1901.37,17703
2020-11-04 04:00:00,1901.43,1904.11,1882.91,1896.48,28610
2020-11-04 08:00:00,1896.44,1901.14,1887.84,1890.44,25560
2020-11-04 12:00:00,1890.44,1912.18,1887.15,1905.88,24153
2020-11-04 16:00:00,1905.88,1909.65,1893.06,1894.48,30973
2020-11-04 20:00:00,1894.47,1905.82,1893.15,1903.27,11751
2020-11-05 00:00:00,1903.22,1909.69,1902.45,1907.31,8929
2020-11-05 04:00:00,1907.31,1910.5,1903.12,1909.46,11500
2020-11-05 08:00:00,1909.47,1919.17,1907.25,1917.19,23429
2020-11-05 12:00:00,1917.16,1932.91,1914.63,1931.54,31433
2020-11-05 16:00:00,1931.54,1952.76,1926.94,1947.63,39753
2020-11-05 20:00:00,1947.61,1952.44,1944.88,1949.17,21137
2020-11-06 00:00:00,1946.29,1949.34,1938.41,1944.2,14315
2020-11-06 04:00:00,1944.18,1945.82,1935.59,1938.95,19165
2020-11-06 08:00:00,1938.88,1950.71,1936.82,1948.27,20411
2020-11-06 12:00:00,1948.31,1960.29,1946.32,1958.64,27440
2020-11-06 16:00:00,1958.64,1960.29,1941.16,1951.6,37168
2020-11-06 20:00:00,1951.6,1955.21,1950.02,1951.81,10792
2020-11-09 00:00:00,1957.18,1959.94,1952.61,1955.71,14790
2020-11-09 04:00:00,1955.71,1965.46,1954.8,1961.87,15743
2020-11-09 08:00:00,1961.84,1963.23,1953.46,1958.67,23350
2020-11-09 12:00:00,1958.67,1960.39,1868.5,1880.61,48478
2020-11-09 16:00:00,1880.49,1885.83,1850.52,1862.18,54355
2020-11-09 20:00:00,1862.18,1869.66,1855.32,1863.13,21455
2020-11-10 00:00:00,1860.97,1875.09,1860.69,1874.32,16011
2020-11-10 04:00:00,1874.33,1885.01,1874.08,1881.54,17791
2020-11-10 08:00:00,1881.57,1890.35,1875.22,1878.83,25058
2020-11-10 12:00:00,1879.02,1883.51,1867.43,1877.49,29555
2020-11-10 16:00:00,1877.47,1885.26,1875.97,1881.88,39025
2020-11-10 20:00:00,1881.88,1882.51,1871.88,1877.39,18374
2020-11-11 00:00:00,1875.53,1881.59,1874.29,1879.59,9783
2020-11-11 04:00:00,1879.62,1883.38,1878.27,1881.99,11947
2020-11-11 08:00:00,1881.98,1884.41,1874.54,1881.24,18955
2020-11-11 12:00:00,1881.23,1881.94,1858.2,1858.55,25895
2020-11-11 16:00:00,1858.54,1867.8,1856.43,1862.37,33113
2020-11-11 20:00:00,1862.36,1865.99,1861.98,1865.5,10523
2020-11-12 00:00:00,1866.76,1871.41,1862.69,1870.94,9142
2020-11-12 04:00:00,1870.94,1872.62,1868.25,1870.03,11689
2020-11-12 08:00:00,1870.07,1873.04,1863.3,1870.76,21309
2020-11-12 12:00:00,1870.77,1879.73,1867.19,1876.89,20825
2020-11-12 16:00:00,1876.89,1883.81,1874.64,1877.4,29925
2020-11-12 20:00:00,1877.41,1877.91,1874.11,1876.71,15971
2020-11-13 00:00:00,1877.12,1881.94,1873.97,1879.2,8167
2020-11-13 04:00:00,1879.22,1880.87,1875.93,1879.81,9101
2020-11-13 08:00:00,1879.81,1880.93,1875.77,1880.58,15181
2020-11-13 12:00:00,1880.42,1895.36,1877.27,1894.79,22278
2020-11-13 16:00:00,1894.79,1896.75,1887.75,1890.56,26037
2020-11-13 20:00:00,1890.54,1890.81,1884.66,1889.28,11208
2020-11-16 00:00:00,1887.89,1898.3,1887.62,1896.37,10169
2020-11-16 04:00:00,1896.39,1899.01,1891.09,1891.95,11091
2020-11-16 08:00:00,1891.95,1895.16,1887.49,1894.26,19760
2020-11-16 12:00:00,1894.26,1894.46,1864.46,1886.05,33814
2020-11-16 16:00:00,1886.05,1896.05,1885.16,1889.35,32023
2020-11-16 20:00:00,1889.36,1889.87,1885.17,1888.66,11096
2020-11-17 00:00:00,1889.5,1891.52,1886.89,1888.73,8323
2020-11-17 04:00:00,1888.7,1892.42,1884.77,1886.82,10459
2020-11-17 08:00:00,1886.78,1892.65,1884.24,1890.25,19047
2020-11-17 12:00:00,1890.25,1893.43,1885.85,1891.12,20211
2020-11-17 16:00:00,1891.2,1892.29,1884.63,1886.89,23261
2020-11-17 20:00:00,1886.89,1887.98,1876.84,1880.19,10850
2020-11-18 00:00:00,1881.56,1883.19,1876.33,1878.91,7637
2020-11-18 04:00:00,1878.91,1881.42,1875.66,1879.76,8778
2020-11-18 08:00:00,1879.73,1884.65,1876.38,1879.46,16458
2020-11-18 12:00:00,1879.46,1879.89,1863.47,1875.92,21864
2020-11-18 16:00:00,1875.92,1884.82,1874.68,1875.23,21014
2020-11-18 20:00:00,1875.23,1876.13,1868.97,1871.97,12572
2020-11-19 00:00:00,1873.83,1874.13,1868.46,1870.3,8287
2020-11-19 04:00:00,1870.35,1871.62,1857.85,1862.41,9672
2020-11-19 08:00:00,1862.41,1865.63,1855.16,1861.44,19641
2020-11-19 12:00:00,1861.44,1865.03,1852.69,1860.58,20397
2020-11-19 16:00:00,1860.69,1863.87,1855.79,1862.82,22608
2020-11-19 20:00:00,1862.82,1867.65,1862.56,1866.84,7854
2020-11-20 00:00:00,1861.33,1867.67,1860.76,1864.93,7379
2020-11-20 04:00:00,1864.93,1869.23,1862.11,1868.93,7683
2020-11-20 08:00:00,1868.84,1869.8,1860.9,1867.08,16476
2020-11-20 12:00:00,1867.03,1868.78,1863.46,1867.34,13944
2020-11-20 16:00:00,1867.34,1879.75,1867.34,1872.27,16454
2020-11-20 20:00:00,1872.27,1874.82,1869.82,1870.9,7931
2020-11-23 00:00:00,1870.86,1876.05,1870.13,1873.17,6619
2020-11-23 04:00:00,1873.15,1874.69,1870.5,1873.7,6528
2020-11-23 08:00:00,1873.7,1876.14,1866.65,1868.97,13294
2020-11-23 12:00:00,1868.97,1869.81,1862.51,1866.99,18258
2020-11-23 16:00:00,1866.99,1868.15,1830.95,1839.76,35071
2020-11-23 20:00:00,1839.76,1841.07,1835.45,1837.49,10552
2020-11-24 00:00:00,1838.68,1838.95,1826.39,1827.81,13171
2020-11-24 04:00:00,1827.86,1829.11,1821.31,1826.46,14301
2020-11-24 08:00:00,1826.46,1832.9,1823.56,1825.55,17303
2020-11-24 12:00:00,1825.55,1825.98,1804.36,1805.72,27104
2020-11-24 16:00:00,1805.71,1808.53,1800.25,1804.99,31300
2020-11-24 20:00:00,1804.99,1808.62,1803.43,1807.71,11919
2020-11-25 00:00:00,1807.66,1812.14,1805.29,1810.57,7560
2020-11-25 04:00:00,1810.57,1811.16,1801.73,1804.11,9845
2020-11-25 08:00:00,1804.11,1815.15,1803.62,1813.29,15839
2020-11-25 12:00:00,1813.29,1816.67,1806.44,1814.19,18229
2020-11-25 16:00:00,1814.16,1817.63,1808.57,1808.63,19689
2020-11-25 20:00:00,1808.63,1809.45,1804.03,1807.07,9453
2020-11-26 00:00:00,1809.01,1812.67,1806.71,1811.22,7109
2020-11-26 04:00:00,1811.22,1812.09,1806.8,1808.45,6475
2020-11-26 08:00:00,1808.45,1818.22,1808.45,1814.02,14007
2020-11-26 12:00:00,1814.02,1815.21,1811.03,1814.05,9284
2020-11-26 16:00:00,1814.05,1814.34,1805.7,1810.2,11276
2020-11-27 00:00:00,1810.24,1813.88,1808.38,1809.66,5263
2020-11-27 04:00:00,1809.66,1811.08,1802.68,1810.14,7734
2020-11-27 08:00:00,1810.09,1811.47,1806.9,1808.5,11285
2020-11-27 12:00:00,1808.5,1809.77,1774.65,1778.46,23027
2020-11-27 16:00:00,1778.66,1788.7,1774.33,1787.84,28509
2020-11-27 20:00:00,1787.86,1788.34,1785.83,1786.76,1683
2020-11-30 00:00:00,1789.31,1789.86,1780.87,1782.93,9240
2020-11-30 04:00:00,1782.89,1782.92,1764.38,1770.53,15220
2020-11-30 08:00:00,1770.53,1783.72,1768.82,1774.05,16863
2020-11-30 12:00:00,1774.0,1775.42,1764.64,1772.55,19643
2020-11-30 16:00:00,1772.39,1784.42,1769.44,1777.98,29515
2020-11-30 20:00:00,1777.98,1781.51,1775.42,1777.64,8557
2020-12-01 00:00:00,1776.97,1780.76,1775.74,1779.0,5757
2020-12-01 04:00:00,1778.97,1788.26,1778.97,1787.05,8722
2020-12-01 08:00:00,1787.05,1795.19,1784.68,1794.97,14515
2020-12-01 12:00:00,1794.96,1813.35,1794.75,1812.8,20922
2020-12-01 16:00:00,1812.85,1815.15,1804.93,1812.95,27132
2020-12-01 20:00:00,1813.05,1817.27,1812.8,1815.42,7373
2020-12-02 00:00:00,1812.97,1815.42,1810.52,1812.95,5382
2020-12-02 04:00:00,1813.0,1814.3,1807.43,1809.94,8984
2020-12-02 08:00:00,1809.94,1827.19,1809.83,1825.04,16873
2020-12-02 12:00:00,1825.0,1832.55,1812.71,1815.77,20202
2020-12-02 16:00:00,1815.82,1829.53,1813.79,1825.94,22820
2020-12-02 20:00:00,1825.94,1831.68,1825.43,1830.72,6233
2020-12-03 00:00:00,1829.36,1831.88,1826.1,1826.53,5452
2020-12-03 04:00:00,1826.48,1837.28,1826.43,1834.38,8597
2020-12-03 08:00:00,1834.32,1843.49,1830.55,1837.84,14489
2020-12-03 12:00:00,1837.84,1843.91,1834.77,1836.25,18478
2020-12-03 16:00:00,1836.35,1843.31,1823.64,1837.93,32090
2020-12-03 20:00:00,1837.93,1842.32,1835.33,1840.98,10453
2020-12-04 00:00:00,1841.28,1842.69,1838.02,1839.4,4835
2020-12-04 04:00:00,1839.45,1844.76,1838.02,1838.55,7320
2020-12-04 08:00:00,1838.56,1844.2,1837.85,1842.2,12281
2020-12-04 12:00:00,1842.2,1847.55,1833.07,1837.63,17002
2020-12-04 16:00:00,1837.71,1848.17,1829.11,1834.18,26257
2020-12-04 20:00:00,1834.18,1839.13,1833.72,1838.6,6306
2020-12-07 00:00:00,1836.86,1839.32,1833.07,1837.7,7892
2020-12-07 04:00:00,1837.66,1842.22,1836.11,1842.04,7400
2020-12-07 08:00:00,1842.04,1842.41,1821.99,1831.75,17182
2020-12-07 12:00:00,1831.75,1840.17,1827.49,1839.3,15829
2020-12-07 16:00:00,1839.3,1868.5,1837.92,1865.45,24081
2020-12-07 20:00:00,1865.46,1865.59,1857.99,1863.1,8377
2020-12-08 00:00:00,1862.91,1866.35,1860.95,1863.83,5737
2020-12-08 04:00:00,1863.86,1871.87,1863.52,1867.38,8756
2020-12-08 08:00:00,1867.38,1869.71,1861.25,1864.54,14123
2020-12-08 12:00:00,1864.49,1872.54,1860.17,1864.69,18977
2020-12-08 16:00:00,1864.69,1875.28,1862.04,1872.78,23055
2020-12-08 20:00:00,1872.78,1873.26,1869.13,1870.83,4862
2020-12-09 00:00:00,1869.35,1870.53,1865.32,1867.27,4136
2020-12-09 04:00:00,1867.27,1868.44,1855.65,1859.14,10969
2020-12-09 08:00:00,1859.06,1866.12,1857.99,1860.85,16420
2020-12-09 12:00:00,1860.87,1864.12,1851.48,1859.1,19916
2020-12-09 16:00:00,1859.1,1859.25,1837.39,1841.89,31118
2020-12-09 20:00:00,1841.89,1841.99,1825.4,1839.41,16818
2020-12-10 00:00:00,1838.49,1839.97,1833.67,1839.59,7245
2020-12-10 04:00:00,1839.59,1842.42,1838.03,1839.37,8817
2020-12-10 08:00:00,1839.37,1840.11,1828.62,1831.96,15970
2020-12-10 12:00:00,1831.96,1846.76,1830.83,1845.4,19525
2020-12-10 16:00:00,1845.42,1849.98,1830.51,1830.69,29821
2020-12-10 20:00:00,1830.69,1836.85,1830.21,1835.96,9475
2020-12-11 00:00:00,1837.03,1840.26,1835.37,1840.15,6597
2020-12-11 04:00:00,1840.15,1840.68,1834.2,1834.75,7724
2020-12-11 08:00:00,1834.74,1837.67,1831.41,1837.0,13865
2020-12-11 12:00:00,1836.95,1840.9,1823.91,1839.93,19796
2020-12-11 16:00:00,1839.79,1847.66,1834.86,1841.99,20309
2020-12-11 20:00:00,1841.99,1842.62,1837.85,1839.91,7495
2020-12-14 00:00:00,1837.07,1838.15,1834.25,1835.32,7143
2020-12-14 04:00:00,1835.34,1837.58,1832.85,1834.52,6318
2020-12-14 08:00:00,1834.52,1835.2,1825.37,1828.97,13595
2020-12-14 12:00:00,1828.96,1834.26,1818.34,1832.56,19655
2020-12-14 16:00:00,1832.56,1839.02,1822.18,1828.83,22077
2020-12-14 20:00:00,1828.83,1830.23,1824.56,1827.82,8424
2020-12-15 00:00:00,1828.4,1829.84,1825.46,1829.67,4489
2020-12-15 04:00:00,1829.64,1840.85,1829.09,1838.51,10509
2020-12-15 08:00:00,1838.52,1847.54,1837.78,1845.64,14846
2020-12-15 12:00:00,1845.55,1855.32,1842.41,1852.76,18279
2020-12-15 16:00:00,1852.71,1854.37,1844.64,1850.4,17695
2020-12-15 20:00:00,1850.44,1854.65,1850.44,1853.67,8371
2020-12-16 00:00:00,1853.88,1854.06,1851.0,1851.79,4597
2020-12-16 04:00:00,1851.81,1858.32,1851.75,1855.4,9483
2020-12-16 08:00:00,1855.4,1865.35,1853.07,1864.95,16753
2020-12-16 12:00:00,1864.95,1865.77,1849.34,1851.73,23899
2020-12-16 16:00:00,1851.71,1858.87,1849.34,1854.94,25233
2020-12-16 20:00:00,1854.94,1865.48,1844.71,1864.06,21603
2020-12-17 00:00:00,1863.46,1867.47,1862.57,1864.47,7058
2020-12-17 04:00:00,1864.47,1870.38,1862.01,1869.5,8633
2020-12-17 08:00:00,1869.5,1883.16,1868.4,1878.71,18570
2020-12-17 12:00:00,1878.71,1889.99,1871.93,1887.78,22981
2020-12-17 16:00:00,1887.79,1896.19,1883.56,1887.37,27013
2020-12-17 20:00:00,1887.37,1888.96,1882.57,1886.04,10952
2020-12-18 00:00:00,1884.71,1885.54,1878.49,1879.98,6575
2020-12-18 04:00:00,1879.98,1886.73,1879.0,1882.73,8819
2020-12-18 08:00:00,1882.73,1883.34,1877.38,1879.62,12646
2020-12-18 12:00:00,1879.62,1889.58,1877.99,1885.23,18901
2020-12-18 16:00:00,1885.23,1888.29,1877.64,1884.14,24077
2020-12-18 20:00:00,1884.14,1884.86,1878.46,1880.55,7456
2020-12-21 00:00:00,1882.51,1899.45,1882.13,1896.62,12046
2020-12-21 04:00:00,1896.58,1903.12,1893.25,1902.75,13528
2020-12-21 08:00:00,1902.74,1906.7,1879.95,1886.53,23245
2020-12-21 12:00:00,1886.53,1886.53,1854.99,1882.13,38138
2020-12-21 16:00:00,1882.15,1885.71,1874.6,1878.01,31686
2020-12-21 20:00:00,1877.97,1879.85,1874.04,1876.25,15208
2020-12-22 00:00:00,1879.31,1882.85,1875.69,1881.57,8902
2020-12-22 04:00:00,1881.57,1884.21,1874.37,1875.97,12502
2020-12-22 08:00:00,1875.97,1878.79,1866.54,1872.01,20975
2020-12-22 12:00:00,1872.01,1879.12,1870.1,1878.73,19772
2020-12-22 16:00:00,1878.73,1881.45,1860.71,1867.58,27094
2020-12-22 20:00:00,1867.78,1868.0,1858.93,1859.91,12076
2020-12-23 00:00:00,1861.01,1867.58,1860.4,1866.06,10747
2020-12-23 04:00:00,1866.01,1868.0,1861.74,1866.44,10959
2020-12-23 08:00:00,1866.44,1872.33,1863.02,1868.6,16160
2020-12-23 12:00:00,1868.6,1870.43,1857.06,1868.56,26532
2020-12-23 16:00:00,1868.54,1878.56,1866.45,1873.0,24805
2020-12-23 20:00:00,1873.0,1874.41,1869.81,1872.63,8816
2020-12-24 00:00:00,1873.39,1877.6,1870.97,1876.61,6985
2020-12-24 04:00:00,1876.71,1880.0,1873.91,1875.83,8847
2020-12-24 08:00:00,1875.83,1880.58,1874.84,1878.05,12830
2020-12-24 12:00:00,1878.1,1878.15,1871.09,1873.89,12000
2020-12-24 16:00:00,1873.84,1879.84,1869.5,1879.58,14062
2020-12-24 20:00:00,1879.59,1883.46,1878.62,1879.3,1195
2020-12-28 00:00:00,1888.4,1899.03,1885.16,1898.28,11555
2020-12-28 04:00:00,1898.28,1900.2,1887.35,1890.24,9010
2020-12-28 08:00:00,1890.19,1890.56,1877.18,1885.49,14845
2020-12-28 12:00:00,1885.48,1888.02,1869.12,1887.69,19439
2020-12-28 16:00:00,1887.68,1896.47,1875.72,1876.65,22621
2020-12-28 20:00:00,1876.59,1879.15,1871.11,1873.05,8193
2020-12-29 00:00:00,1875.23,1882.72,1874.91,1878.38,8073
2020-12-29 04:00:00,1878.32,1881.97,1875.06,1876.99,10504
2020-12-29 08:00:00,1876.99,1883.44,1875.54,1881.94,12059
2020-12-29 12:00:00,1881.98,1882.99,1874.18,1879.78,15536
2020-12-29 16:00:00,1879.79,1886.44,1871.71,1879.02,22624
2020-12-29 20:00:00,1879.01,1879.98,1876.7,1878.17,6642
2020-12-30 00:00:00,1877.31,1884.38,1876.92,1883.07,6738
2020-12-30 04:00:00,1883.07,1886.13,1881.43,1881.72,7302
2020-12-30 08:00:00,1881.68,1882.48,1877.51,1878.24,10765
2020-12-30 12:00:00,1878.24,1883.72,1876.08,1883.42,12861
2020-12-30 16:00:00,1883.42,1889.04,1879.16,1888.77,18789
2020-12-30 20:00:00,1888.75,1894.04,1888.35,1893.81,6910
2020-12-31 00:00:00,1893.47,1899.78,1892.94,1896.8,7551
2020-12-31 04:00:00,1896.79,1898.52,1885.41,1890.13,10346
2020-12-31 08:00:00,1890.18,1896.05,1885.96,1894.61,15473
2020-12-31 12:00:00,1894.46,1898.86,1891.11,1898.08,9020
2020-12-31 16:00:00,1898.04,1900.38,1891.73,1894.31,18396
2020-12-31 20:00:00,1894.28,1894.99,1890.21,1893.68,3462
2021-01-04 00:00:00,1909.07,1918.71,1907.72,1916.61,13444
2021-01-04 04:00:00,1916.6,1925.26,1915.49,1921.66,12524
2021-01-04 08:00:00,1921.66,1935.16,1921.47,1932.21,16111
2021-01-04 12:00:00,1932.11,1942.01,1927.88,1939.77,19624
2021-01-04 16:00:00,1939.82,1944.43,1929.39,1937.08,36067
2021-01-04 20:00:00,1937.1,1944.1,1936.27,1943.23,12515
2021-01-05 00:00:00,1941.49,1945.58,1934.31,1937.44,9336
2021-01-05 04:00:00,1937.47,1944.03,1936.7,1938.48,12193
2021-01-05 08:00:00,1938.51,1948.27,1937.0,1945.61,16201
2021-01-05 12:00:00,1945.61,1951.9,1943.52,1949.4,19685
2021-01-05 16:00:00,1949.44,1952.53,1939.04,1950.09,29524
2021-01-05 20:00:00,1950.12,1953.09,1947.7,1950.03,9059
2021-01-06 00:00:00,1949.89,1955.34,1946.69,1947.99,13750
2021-01-06 04:00:00,1948.22,1949.94,1941.41,1943.85,16004
2021-01-06 08:00:00,1943.85,1957.92,1943.22,1957.75,18326
2021-01-06 12:00:00,1957.73,1959.29,1925.3,1932.93,32151
2021-01-06 16:00:00,1932.91,1938.12,1900.83,1907.5,41441
2021-01-06 20:00:00,1907.46,1924.21,1906.04,1918.79,21839
2021-01-07 00:00:00,1920.94,1924.65,1915.75,1918.1,12128
2021-01-07 04:00:00,1918.1,1921.15,1914.7,1920.81,11686
2021-01-07 08:00:00,1920.81,1927.64,1914.99,1915.82,18599
2021-01-07 12:00:00,1915.82,1921.1,1908.73,1913.29,22782
2021-01-07 16:00:00,1913.39,1919.79,1906.77,1911.11,29335
2021-01-07 20:00:00,1911.21,1918.06,1910.4,1913.51,10786
2021-01-08 00:00:00,1916.18,1917.48,1910.49,1910.94,9153
2021-01-08 04:00:00,1910.94,1912.69,1906.5,1908.18,11785
2021-01-08 08:00:00,1908.18,1911.65,1877.57,1891.82,24075
2021-01-08 12:00:00,1891.74,1894.53,1876.3,1891.03,25341
2021-01-08 16:00:00,1890.78,1892.75,1839.37,1844.04,55818
2021-01-08 20:00:00,1843.96,1849.42,1828.27,1849.04,29390
2021-01-11 00:00:00,1854.74,1855.59,1817.0,1828.8,16680
2021-01-11 04:00:00,1828.8,1842.1,1826.45,1840.59,16794
2021-01-11 08:00:00,1840.59,1855.33,1838.94,1848.58,23014
2021-01-11 12:00:00,1848.47,1852.43,1831.92,1834.47,21057
2021-01-11 16:00:00,1834.47,1850.74,1829.01,1848.7,31682
2021-01-11 20:00:00,1848.7,1851.69,1843.55,1844.45,11418
2021-01-12 00:00:00,1847.51,1848.52,1841.27,1845.91,9645
2021-01-12 04:00:00,1845.94,1858.25,1845.2,1858.11,12183
2021-01-12 08:00:00,1858.15,1863.41,1853.77,1862.73,17405
2021-01-12 12:00:00,1862.78,1863.8,1842.76,1844.37,20939
2021-01-12 16:00:00,1844.31,1848.25,1836.7,1839.52,29182
2021-01-12 20:00:00,1839.52,1857.26,1839.43,1855.31,16325
2021-01-13 00:00:00,1855.04,1862.94,1853.89,1862.14,9086
2021-01-13 04:00:00,1862.09,1862.46,1857.25,1858.4,8817
2021-01-13 08:00:00,1858.44,1862.69,1849.29,1855.33,17429
2021-01-13 12:00:00,1855.24,1859.2,1849.61,1857.94,18864
2021-01-13 16:00:00,1857.99,1861.19,1851.91,1855.83,22805
2021-01-13 20:00:00,1855.88,1859.15,1841.91,1844.68,11212
2021-01-14 00:00:00,1847.51,1852.19,1844.71,1849.14,6984
2021-01-14 04:00:00,1849.17,1849.23,1830.94,1844.38,16557
2021-01-14 08:00:00,1844.42,1845.27,1836.13,1841.31,17520
2021-01-14 12:00:00,1841.26,1844.69,1836.7,1843.8,18639
2021-01-14 16:00:00,1843.8,1855.94,1841.32,1855.22,28091
2021-01-14 20:00:00,1855.22,1857.45,1843.85,1846.46,15059
2021-01-15 00:00:00,1847.79,1855.59,1845.4,1852.16,8467
2021-01-15 04:00:00,1852.23,1854.01,1847.43,1849.92,9610
2021-01-15 08:00:00,1849.92,1856.85,1846.7,1855.23,18130
2021-01-15 12:00:00,1855.21,1855.87,1836.56,1838.65,25042
2021-01-15 16:00:00,1838.62,1845.48,1823.39,1831.53,46191
2021-01-15 20:00:00,1831.51,1832.48,1825.26,1827.65,17812
2021-01-18 00:00:00,1828.39,1831.6,1810.29,1825.2,17137
2021-01-18 04:00:00,1825.16,1839.85,1824.47,1838.56,15110
2021-01-18 08:00:00,1838.52,1840.72,1829.97,1831.74,19359
2021-01-18 12:00:00,1831.72,1838.38,1829.6,1835.25,18894
2021-01-18 16:00:00,1835.25,1839.29,1832.61,1837.52,18533
2021-01-19 00:00:00,1838.41,1843.62,1835.97,1840.7,10439
